label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
0	1071 m^2	0.8946	Computer Game Design	Computational Media	495	rat	197	0.8248	560	0.8814	0.4067	1173
2	530 m^2	0.2651	Statistics	Games and Playable Media, Applied Mathematics, Technology and Information Management	1140	hamster	764	0.8317	572	-0.1519	0.6769	454
1	541 m^2	0.2003	Technology and Information Management	Biotechnology, Computer Game Design, Computer Science	284	rabbit	500	0.4605	695	0.8081	0.1085	865
2	403 m^2	0.1214	Biotechnology	Technology and Information Management	1034	bird	284	0.9627	128	-0.0906	0.3474	-116
2	4 m^2	0.6447	Biotechnology	tECHNOLOGY AND iNFORMATION mANAGEMENT, gAMES AND pLAYABLE mEDIA	636	fish	922	1.4568	29	0.059	1.1355	233
1	663 m^2	-0.0035	Electrical Engineering	Statistics, Computer Science, Computer Engineering, Computer Game Design	510	chicken	387	-0.0635	565	0.5101	0.3598	523
1	536 m^2	0.2293	Electrical Engineering	Computer Science, Computer Engineering, Computer Game Design	517	rabbit	111	0.3689	937	1.2304	0.3309	1144
1	579 m^2	-0.5516	N/A	biotechnology, computer game design, computer engineering	343	cat	584	-0.3304	747	0.9433	0.0951	604
1	894 m^2	-0.194	Electrical Engineering	Statistics, Biotechnology, Computer Game Design, Computer Engineering	676	rabbit	480	-0.3652	1153	0.9542	0.2069	512
0	836 m^2	0.5626	Natural Language Processing	Technology and Information Management	125	guinea pig	98	0.3501	149	0.7841	?	359
1	370 m^2	0.1386	Bioinformatics	Biotechnology, Statistics, Computer Game Design, Computer Science	756	pig	589	-0.0644	1115	1.1702	0.1509	262
2	-207 m^2	0.3198	Biotechnology	Computer Science, Statistics, Biotechnology	782	hamster	742	1.0912	-311	0.1732	0.223	208
1	809 m^2	-0.253	Technology and Information Management	Computer Engineering, Computer Science	986	cat	-66	-0.2608	1384	1.1478	-0.0826	549
2	194 m^2	1.0959	Games and Playable Media	tECHNOLOGY AND iNFORMATION mANAGEMENT, rOBOTICS eNGINEERING	862	hamster	856	1.2726	16	0.1085	0.6989	-115
0	1085 m^2	0.5226	Applied Mathematics	Electrical Engineering, Natural Language Processing, Data Science, Computational Media, Bioengineering, Human Computer Interaction	-57	rat	109	0.2796	42	0.945	0.7759	884
2	17 m^2	0.7382	Games and Playable Media	technology and information management	983	bird	485	0.5887	-80	0.3459	1.0213	-124
2	-43 m^2	0.742	Robotics Engineering	Robotics Engineering, Games and Playable Media, Technology and Information Management	793	bird	809	1.2582	132	-0.3199	0.8864	-261
0	1372 m^2	0.5704	Applied Mathematics	human computer interaction, natural language processing	254	bird	246	0.4671	459	0.5449	0.7732	461
2	-237 m^2	0.7636	Robotics Engineering	Computer Game Design, Biotechnology, Computer Science, Computer Engineering	812	Rabbit	764	0.3805	481	-0.0409	0.9142	-72
0	821 m^2	-0.032	Computer Game Design	Human Computer Interaction, Natural Language Processing, Electrical Engineering, Data Science, Bioengineering, Computational Media	-267	fish	-35	0.2397	215	0.4503	0.8718	780
2	312 m^2	0.7885	Robotics Engineering	Applied Mathematics, Games and Playable Media	880	reptile	871	0.6116	4	-0.1873	-0.1771	-58
1	429 m^2	0.3915	None	Statistics	591	dog	287	0.0335	337	0.8829	0.258	409
0	1566 m^2	0.4547	Statistics	Data Science, Natural Language Processing, Bioinformatics, Electrical Engineering	-474	fish	563	0.7203	466	0.6274	1.0742	999
1	821 m^2	-0.2112	Bioinformatics	Computer Game Design, Statistics, Biotechnology	762	rabbit	493	0.1629	738	0.9842	0.5449	973
0	897 m^2	0.4525	Applied Mathematics	Computational Media	-90	fish	261	0.2807	70	0.8669	0.742	230
0	917 m^2	0.5026	Applied Mathematics	Data Science	388	rat	242	0.4083	447	0.4883	1.1465	431
0	974 m^2	0.7369	Computer Game Design	Data Science, Bioinformatics, Human Computer Interaction	85	rat	347	0.1599	-390	0.9152	0.7747	1048
2	250 m^2	0.4626	Biotechnology	Robotics Engineering, Technology and Information Management	869	reptile	809	0.8311	78	0.7118	0.7147	-202
2	270 m^2	0.7448	Robotics Engineering	Computer Engineering, Statistics, Biotechnology, Computer Game Design	-39	reptile	959	1.1397	-96	-0.3033	0.9312	542
2	-101 m^2	0.5435	Robotics Engineering	Technology and Information Management, Applied Mathematics	809	bird	1090	1.3191	412	-0.1625	0.9507	89
0	859 m^2	0.4608	Computer Game Design	Natural Language Processing, Data Science, Bioengineering	17	guinea pig	139	0.1667	454	0.7888	0.4025	591
1	276 m^2	0.0197	Bioinformatics	Computer Game Design, Computer Engineering	670	rabbit	193	0.5721	1001	1.1358	0.6749	207
1	237 m^2	0.1313	Electrical Engineering	Computer Game Design	528	rabbit	580	0.2483	945	0.8802	-0.5811	572
1	796 m^2	-0.0245	Technology and Information Management	Computer Game Design, Biotechnology, Computer Engineering, Computer Science	734	pig	506	-0.1043	1400	0.641	0.2929	144
2	183 m^2	0.3455	Technology and Information Management	Robotics Engineering	809	bird	605	0.5252	751	0.0244	0.6211	34
1	274 m^2	0.6938	Data Science	Statistics, Computer Game Design, Biotechnology	380	dog	322	0.1789	1010	0.9274	0.0338	?
1	507 m^2	0.3625	Computer Game Design	Biotechnology, Statistics	916	pig	244	0.3138	445	0.8922	0.0131	614
2	-110 m^2	0.6494	Computer Science	Robotics Engineering	800	bird	763	0.7655	-159	0.0004	0.6393	182
0	861 m^2	0.4559	Applied Mathematics	Natural Language Processing, Human Computer Interaction, Computational Media, Electrical Engineering	-33	guinea pig	-32	0.3967	-108	0.4317	0.6252	1018
0	1141 m^2	0.4831	Statistics	Computer Engineering	388	ferret	261	0.4123	1125	0.8374	1.454	951
0	949 m^2	0.5963	Computer Game Design	Data Science, Electrical Engineering	380	fish	-153	0.5535	555	0.4776	1.0002	590
0	951 m^2	0.5118	Natural Language Processing	Bioengineering, Bioinformatics, Human Computer Interaction	212	fish	452	0.5785	324	0.8079	0.7492	967
1	556 m^2	0.0567	Electrical Engineering	Computer Engineering, Statistics	299	cat	295	-0.1499	1438	0.9119	0.684	330
1	410 m^2	0.5333	Data Science	Computer Science, Biotechnology	647	rabbit	264	0.0783	947	0.7757	0.1056	493
1	861 m^2	0.1099	Data Science	Computer Engineering, Computer Science, Computer Game Design	419	dog	-33	0.1952	1070	0.8322	0.2609	611
0	1091 m^2	0.2528	Computer Game Design	Bioengineering, Bioinformatics, Data Science, Computational Media	423	ferret	419	0.529	164	0.9315	0.8478	501
2	401 m^2	0.4564	Natural Language Processing	Applied Mathematics	617	bird	977	1.0311	?	-0.0552	0.4751	-311
2	1 m^2	0.585	Games and Playable Media	Applied Mathematics, Technology and Information Management, Games and Playable Media	893	REPTILE	877	0.9926	339	0.3176	0.735	285
0	1111 m^2	0.3859	Computer Game Design	Applied Mathematics, Robotics Engineering	4	guinea pig	495	0.4888	115	0.7914	0.1546	461
0	729 m^2	-0.1693	Statistics	Human Computer Interaction, Natural Language Processing, Electrical Engineering, Bioinformatics	-83	rat	301	0.1516	468	0.5228	1.2237	891
0	1048 m^2	0.8876	Natural Language Processing	Bioengineering, Computational Media, Natural Language Processing	35	fish	59	0.6544	130	0.7428	1.21	1038
2	95 m^2	0.5907	Robotics Engineering	Games and Playable Media, Applied Mathematics	785	bird	817	1.2122	123	-0.1081	0.4531	-108
0	1268 m^2	0.2055	Computer Game Design	Electrical Engineering, Computational Media, Human Computer Interaction, Natural Language Processing	236	N/A	210	0.0989	-68	0.9307	0.7874	1171
0	736 m^2	0.4499	Technology and Information Management	Applied Mathematics, Technology and Information Management, Robotics Engineering	-24	guinea pig	256	0.0607	355	0.9866	0.666	1033
1	638 m^2	-0.3383	Computer Engineering	Statistics	480	rabbit	501	0.3872	1417	1.2201	0.2334	365
2	-178 m^2	0.8827	Robotics Engineering	Technology and Information Management, Robotics Engineering, Applied Mathematics	441	reptile	890	0.7821	-318	0.2176	0.8322	439
0	911 m^2	0.5931	Applied Mathematics	Electrical Engineering, Human Computer Interaction, Bioinformatics, Natural Language Processing, Bioengineering, Computational Media	-340	rat	215	0.6339	9	0.4302	0.7164	961
2	164 m^2	0.6094	Robotics Engineering	Robotics Engineering, Technology and Information Management	689	bird	609	0.4304	366	0.3194	0.7307	N/A
2	107 m^2	0.6373	Biotechnology	Robotics Engineering, Technology and Information Management, Applied Mathematics	None	hamster	1013	0.2055	-98	0.1844	0.8701	124
0	780 m^2	0.0638	Natural Language Processing	Bioinformatics, Bioengineering, Computational Media	-216	ferret	60	0.1065	-570	0.6857	0.9518	947
0	1289 m^2	0.8477	Electrical Engineering	Data Science, Bioinformatics, Electrical Engineering, Computational Media, Human Computer Interaction	-16	guinea pig	216	0.6884	623	0.9396	0.7899	672
0	998 m^2	0.1404	APPLIED MATHEMATICS	Human Computer Interaction, Electrical Engineering, Bioinformatics, Bioengineering	-158	ferret	200	0.4926	260	0.3852	1.1309	634
0	1049 m^2	0.2825	Applied Mathematics	Bioinformatics, Computational Media, Data Science, Human Computer Interaction, Electrical Engineering, Bioengineering	174	RAT	142	0.7122	29	1.0543	0.7159	237
0	1211 m^2	0.6525	Applied Mathematics	Bioengineering, Human Computer Interaction, Data Science, Natural Language Processing, Electrical Engineering	-114	guinea pig	336	0.4651	438	0.4509	0.8975	1253
2	496 m^2	0.0389	Games and Playable Media	COMPUTATIONAL MEDIA, ELECTRICAL ENGINEERING	868	bird	740	1.014	n/a	-0.4702	0.9644	460
0	949 m^2	0.1779	Statistics	DATA SCIENCE, BIOENGINEERING, HUMAN COMPUTER INTERACTION	360	guinea pig	473	0.3552	539	0.7196	0.652	848
1	601 m^2	0.0108	Data Science	Computer Science, Statistics, Computer Game Design	251	pig	512	0.8018	1257	0.5716	0.0633	614
2	140 m^2	0.8599	Games and Playable Media	Robotics Engineering		reptile	n/a	0.937	290	-0.0777	0.8923	83
1	825 m^2	0.012	Electrical Engineering	Statistics, Computer Game Design	989	dog	13	0.2865	586	1.114	-0.0165	845
2	607 m^2	0.9018	Computer Science	Technology and Information Management, Applied Mathematics, Games and Playable Media	754	reptile	640	0.9035	83	0.2571	0.9202	415
2	215 m^2	0.8949	Robotics Engineering	Technology and Information Management	745	reptile	606	0.7304	772	-0.3682	0.4206	-62
1	630 m^2	0.1936	Technology and Information Management	Computer Engineering, Biotechnology, Computer Science	447	dog	494	0.3983	1091	0.8442	-0.0301	695
1	774 m^2	-0.2179	Computer Engineering	Statistics, Computer Game Design, Biotechnology	349	cat	376	0.0738	1013	0.9866	0.4081	673
2	183 m^2	0.7899	Robotics Engineering	gAMES AND pLAYABLE mEDIA, aPPLIED mATHEMATICS	505	reptile	867	0.7381	-237	-0.1576	0.4359	528
0	1015 m^2	1.067	Computer Game Design	Statistics, Computer Engineering, Computer Science	40	fish	475	0.6885	-163	1.405	0.6569	679
0	896 m^2	-0.1943	Robotics Engineering	Natural Language Processing, Computational Media, Bioinformatics	-99	guinea pig	334	0.3162	1002	0.6266	0.8631	671
0	893 m^2	0.3878	Technology and Information Management	Natural Language Processing, Computational Media	-206	ferret	-146	0.8387	130	0.6518	1.0516	187
1	151 m^2	0.3409	Technology and Information Management	Computer Engineering, Biotechnology, Statistics, Computer Science	533	rabbit	432	0.0627	1014	1.1799	0.3037	n/a
0	878 m^2	0.4914	Computer Game Design	Natural Language Processing, Data Science	130	guinea pig	482	0.145	253	0.8145	0.8559	1263
2	490 m^2	0.6657	Games and Playable Media	Robotics Engineering, Applied Mathematics, Technology and Information Management	948	hamster	812	0.1947	-116	0.0778	0.9969	-233
1	562 m^2	-0.0674	Electrical Engineering	Computer Game Design, Biotechnology, Computer Science	499	cat	507	0.2412	790	1.4905	0.1197	641
0	1144 m^2	-0.0382	Applied Mathematics	Computational Media, Bioengineering, Natural Language Processing	-118	dog	556	0.9738	324	0.4663	0.3781	889
1	484 m^2	0.4418	Electrical Engineering	Computer Engineering	524	dog	878	0.1693	1299	0.6817	0.2821	813
1	303 m^2	0.0506	Data Science	Statistics	720	pig	341	0.083	612	0.6856	0.1466	-202
1	301 m^2	-0.0405	Data Science	Computer Engineering	724	pig	398	0.0734	1414	0.6132	-0.111	595
1	575 m^2	0.5698	Data Science	Statistics, Biotechnology, Computer Game Design	602	dog	225	0.3805	975	0.8956	0.1075	508
0	972 m^2	0.7909	Computer Game Design	Bioengineering	13	rat	320	0.4601	-187	0.2528	1.048	1071
2	263 m^2	0.4175	Robotics Engineering	Applied Mathematics, Technology and Information Management	913	hamster	893	0.83	273	0.6762	0.8759	288
1	599 m^2	-0.1921	Human Computer Interaction	Computer Science, Computer Engineering, Biotechnology, Computer Game Design	934	rabbit	623	-0.3785	462	0.9882	0.1621	198
2	278 m^2	0.8936	Games and Playable Media	Games and Playable Media	775	bird	661	0.7304	-672	0.1569	0.8549	238
0	996 m^2	0.5959	Statistics	Bioengineering, Bioinformatics, Natural Language Processing, Computational Media	13	ferret	387	0.31	569	0.4453	1.1391	1113
2	16 m^2	1.051	Games and Playable Media	Robotics Engineering, Technology and Information Management, Applied Mathematics	1003	hamster	709	0.5908	-303	-0.0148	1.0804	128
1	666 m^2	0.4911	Human Computer Interaction	Biotechnology, Statistics, Computer Science, Computer Game Design	581	rabbit	382	-0.0019	974	1.2226	0.0677	921
2	207 m^2	0.5094	Robotics Engineering	Robotics Engineering, Applied Mathematics, Technology and Information Management	869	reptile	922	1.0025	-327	0.2596	0.9191	577
2	384 m^2	0.6749	Computer Science	Technology and Information Management, Games and Playable Media	895	hamster	654	1.0693	151	0.2381	0.8624	15
2	250 m^2	0.4453	Games and Playable Media	Robotics Engineering	1185	reptile	674	0.5702	-194	-0.1825	0.8622	204
1	355 m^2	0.6034	Computer Engineering	Computer Game Design, Computer Science, Biotechnology, Computer Engineering	584	pig	357	0.2418	683	0.6405	0.187	280
2	375 m^2	0.631	Robotics Engineering	Technology and Information Management, Games and Playable Media, Applied Mathematics	773	hamster	1039	1.1576	100	-0.0159	0.9029	-244
1	322 m^2	0.3029	Human Computer Interaction	Applied Mathematics, Technology and Information Management, Games and Playable Media	612	pig	618	0.4427	1247	1.4384	-0.2404	351
2	197 m^2	0.3361	Robotics Engineering	Games and Playable Media	713	REPTILE	801	0.7824	-21	0.0913	0.4761	-304
1	577 m^2	0.1017	Electrical Engineering	Biotechnology	628	pig	722	-0.0034	1106	0.8419	0.3205	114
2	69 m^2	0.8498	Games and Playable Media	Games and Playable Media, Robotics Engineering	925	hamster	329	0.459	320	-0.0007	0.5128	-96
2	108 m^2	0.5031	Robotics Engineering	Computer Science, Computer Engineering, Computer Game Design	681	chicken	468	0.7369	-176	0.214	0.5161	287
0	665 m^2	0.4327	Natural Language Processing	Bioengineering, Bioinformatics, Data Science, Electrical Engineering, Human Computer Interaction	105	guinea pig	352	0.4674	268	0.6614	1.0103	667
1	817 m^2	0.2052	Human Computer Interaction	Computer Engineering	773	rabbit	240	-0.0728	1243	1.0716	-0.0633	750
2	-63 m^2	0.9108	Games and Playable Media	Applied Mathematics, Technology and Information Management	1224	BIRD	413	0.5746	230	-0.057	0.8845	579
0	903 m^2	0.0385	Natural Language Processing	Computational Media	216	ferret	209	0.7605	706	0.7751	0.7541	722
0	991 m^2	0.7829	Computer Game Design	Natural Language Processing, Bioengineering, Electrical Engineering, Computational Media, Bioinformatics, Human Computer Interaction	-165	bird	365	0.064	321	0.6658	0.6614	763
0	1310 m^2	0.7161	Natural Language Processing	Bioengineering, Data Science, Computational Media, Natural Language Processing, Bioinformatics, Electrical Engineering	217	ferret	593	0.721	338	0.9002	0.8567	850
2	257 m^2	0.4773	Games and Playable Media	Robotics Engineering, Applied Mathematics, Games and Playable Media	909	hamster	840	0.8039	-139	0.1174	0.9587	341
1	1004 m^2	0.5	Human Computer Interaction	Computer Game Design, Computer Engineering	536	rabbit	496	-0.1504	1274	0.588	-0.3262	206
0	875 m^2	0.3085	Computer Game Design	Data Science, Human Computer Interaction, Computational Media	-153	guinea pig	176	0.5778	535	0.7471	0.988	480
2	87 m^2	0.2574	Biotechnology	Games and Playable Media, Robotics Engineering	844	bird	613	0.7479	-290	0.0695	0.6568	-55
1	136 m^2	0.3615	Electrical Engineering	Computer Engineering, Biotechnology	773	cat	134	0.4146	1323	1.1463	-0.0801	-143
2	551 m^2	0.5648	Computer Game Design	Technology and Information Management, Games and Playable Media	1061	bird	601	0.6084	-3	0.2469	0.2787	240
2	420 m^2	1.1123	Biotechnology	Robotics Engineering, Technology and Information Management, Games and Playable Media	1020	hamster	388	0.9609	-136	0.1674	0.7423	-127
1	696 m^2	0.1515	Computational Media	COMPUTER ENGINEERING, STATISTICS, BIOTECHNOLOGY	480	chicken	281	0.0033	1531	0.6005	0.062	983
1	577 m^2	0.0915	Data Science	Computer Science, Computer Engineering, Computer Game Design, Biotechnology	629	cat	106	-0.313	828	0.9562	0.1305	101
2	-8 m^2	0.5069	Computer Science	Applied Mathematics	779	reptile	453	0.769	592	-0.1198	0.5559	880
0	837 m^2	0.4846	Natural Language Processing	Bioinformatics, Bioengineering, Natural Language Processing, Electrical Engineering	-218	ferret	89	0.4918	695	0.6835	0.6956	1387
0	1081 m^2	0.1927	Applied Mathematics	Human Computer Interaction, Natural Language Processing	-351	rat	650	0.2799	153	0.7819	0.783	550
2	294 m^2	1.2861	Bioengineering	Applied Mathematics, Technology and Information Management, Games and Playable Media	1070	bird	537	0.9331	121	0.3149	0.9629	-83
1	807 m^2	0.5333	Technology and Information Management	Statistics	513	pig	522	-0.1794	1071	1.1844	0.2764	266
1	461 m^2	0.1931	Data Science	Biotechnology, Computer Engineering, Computer Game Design	146	reptile	204	0.1711	1059	0.6822	0.5593	-379
2	344 m^2	1.0192	Computer Science	Robotics Engineering, Games and Playable Media	582	hamster	775	0.7983	-50	0.1341	0.3664	-53
2	256 m^2	0.2011	Games and Playable Media	Applied Mathematics, Robotics Engineering	1404	hamster	898	1.0544	None	0.1392	0.6036	-33
1	594 m^2	N/A	Bioinformatics	Computer Engineering	460	dog	434	-0.0775	1083	0.8182	-0.2779	241
2	519 m^2	1.0064	Robotics Engineering	Technology and Information Management	1162	reptile	678	1.1588	542	0.1026	0.8827	567
1	1059 m^2	-0.3875	Data Science	Bioinformatics	562	chicken	278	-0.0909	1491	0.7659	-0.3048	184
2	-88 m^2	0.6189	Robotics Engineering	Technology and Information Management, Applied Mathematics	777	reptile	753	0.557	71	0.0592	0.9678	201
0	951 m^2	0.4047		Computer Game Design, Computer Engineering	453	ferret	286	0.5118	301	0.5145	NULL	1182
2	-73 m^2	0.2832	Robotics Engineering	Electrical Engineering, Data Science, Bioengineering, Computational Media, Bioinformatics, Human Computer Interaction	924	reptile	779	0.7652	-55	0.2821	0.5318	-36
2	456 m^2	0.7864	Biotechnology	Robotics Engineering	1516	reptile	862	0.8985	-22	0.4169	0.7305	?
0	1032 m^2	0.2652	Computer Game Design	Bioinformatics, Bioengineering	162	ferret	218	0.0839	524	0.8766	0.7397	510
2	262 m^2	0.5592	Biotechnology	Games and Playable Media	1024	hamster	840	0.861	146	0.3902	0.8128	397
1	525 m^2	0.276	Bioengineering	Statistics, Computer Engineering, Biotechnology	411	cat	268	0.0075	806	1.3317	0.4229	278
2	-240 m^2	0.3482	Games and Playable Media	Robotics Engineering, Games and Playable Media, Applied Mathematics	727	reptile	892	1.2355	291	-0.2361	0.9561	-75
2	-103 m^2	0.8248	Games and Playable Media	Applied Mathematics, Technology and Information Management, Robotics Engineering	992	bird	524	0.649	211	-0.0395	0.8485	492
2	483 m^2	0.749	Computer Science	Technology and Information Management, Applied Mathematics	952	reptile	716	0.4825	-457	-0.3118	1.1169	421
1	709 m^2	-0.1523	hUMAN cOMPUTER iNTERACTION	Human Computer Interaction, Data Science, Computational Media, Natural Language Processing	208	pig	563	0.3313	1193	0.8989	-0.0634	227
0	569 m^2	0.9058	STATISTICS	Human Computer Interaction, Bioinformatics, Bioengineering	-274	guinea pig	-113	0.1713	405	1.1082	1.2792	NULL
2	303 m^2	0.6622	Robotics Engineering	Electrical Engineering, Data Science, Computational Media, Human Computer Interaction, Bioinformatics, Natural Language Processing	1078	bird	746	0.8098	349	0.1345	0.8883	236
0	1164 m^2	0.5414	Computational Media	Natural Language Processing, Computational Media, Data Science, Bioinformatics, Bioengineering, Human Computer Interaction	-245	reptile	235	0.4181	574	0.6032	0.4851	296
2	335 m^2	0.6378	Robotics Engineering	Technology and Information Management, Games and Playable Media, Robotics Engineering	776	reptile	795	0.8129	72	0.3119	0.9051	-481
0	914 m^2	0.8196	Statistics	Computational Media, Natural Language Processing, Bioinformatics, Human Computer Interaction, Electrical Engineering	-172	ferret	69	0.3433	-88	0.2811	0.6352	1285
1	965 m^2	0.5297	Data Science	Technology and Information Management, Applied Mathematics, Games and Playable Media	340	chicken	411	-0.0022	1149	0.8709	-0.0685	610
2	215 m^2	0.9417	Biotechnology	Technology and Information Management	663	hamster	850	0.8802	293	-0.1056	0.6577	-268
1	534 m^2	-0.0521	Bioinformatics	Statistics, Computer Science	937	pig	152	0.1766	738	1.3078	0.1919	296
1	844 m^2	0.0694	Games and Playable Media	Computer Science, Computer Engineering, Computer Game Design	512	rabbit	127	0.3247	1314	1.2278	0.1157	247
0	1012 m^2	0.5386	Applied Mathematics	Computational Media, Natural Language Processing, Bioengineering	-162	ferret	308	0.7682	43	0.5826	0.9404	255
2	26 m^2	0.6334	Games and Playable Media	Technology and Information Management, Games and Playable Media, Applied Mathematics	723	hamster	935	1.0327	114	0.1613	0.6346	508
1	549 m^2	0.4132	Bioinformatics	Biotechnology	393	dog	76	0.1031	793	1.4044	0.219	331
0	949 m^2	0.1685	Computer Game Design	Computational Media, Electrical Engineering, Data Science, Natural Language Processing	n/a	FISH	-258	0.6229	-445	0.5884	0.8793	741
0	1060 m^2	0.4376	Biotechnology	Human Computer Interaction, Natural Language Processing, Data Science, Bioengineering, Computational Media	N/A	rat	199	0.391	292	0.4376	0.7709	720
0	1453 m^2	0.6703	Applied Mathematics	Human Computer Interaction	-418	rat	439	0.694	782	0.9752	1.1406	1366
1	653 m^2	0.2758	Human Computer Interaction	Computer Game Design	346	cat	405	0.3796	906	1.1358	-0.1707	529
0	948 m^2	0.7743	Natural Language Processing	Bioinformatics, Data Science, Electrical Engineering, Bioengineering	547	ferret	511	0.8751	859	0.796	1.0861	1133
0	785 m^2	0.7594	Applied Mathematics	Natural Language Processing, Data Science, Computational Media, Bioinformatics	-413	fish	567	0.5203	401	0.4744	1.0926	692
0	926 m^2	0.318	Natural Language Processing	Computational Media, Data Science, Bioinformatics, Electrical Engineering, Bioengineering, Human Computer Interaction	80	rat	161	0.1636	436	0.5409	1.0352	599
0	761 m^2	0.5095	computer game design	Bioengineering, Human Computer Interaction, Natural Language Processing	216	ferret	-208	0.0023	565	0.6925	0.8321	1246
2	121 m^2	0.6532	Games and Playable Media	Applied Mathematics, Games and Playable Media, Technology and Information Management	457	hamster	1027	0.9562	535	0.2432	0.3337	-76
2	531 m^2	0.7257	Biotechnology	Applied Mathematics, Games and Playable Media	719	bird	626	0.4739	-55	0.2509	0.5353	299
2	180 m^2	0.6801	Computer Science	Technology and Information Management, Robotics Engineering, Applied Mathematics	591	hamster	1274	1.1792	70	0.5727	0.8916	182
0	1070 m^2	0.2467	Natural Language Processing	Computational Media, Electrical Engineering, Bioinformatics, Data Science	-23	guinea pig	247	0.0916	3	0.8477	0.848	875
1	846 m^2	0.4622	eLECTRICAL eNGINEERING	Statistics, Computer Game Design	431	rabbit	37	0.1143	1286	1.2092	0.4471	518
2	-23 m^2	0.5586	Games and Playable Media	Robotics Engineering, Applied Mathematics	820	reptile	594		18	-0.113	0.9107	262
0	1134 m^2	0.1484	biotechnology	Bioengineering, Bioinformatics, Data Science	-88	Guinea Pig	468	0.1764	1025	0.0582	0.9913	835
2	-194 m^2	0.7136	Games and Playable Media	Applied Mathematics, Technology and Information Management	414	reptile	523	0.8827	-241	0.2627	0.6483	164
1	787 m^2	0.2684	Technology and Information Management	Statistics, Computer Game Design, Computer Engineering	847	dog	463	0.5721	403	0.7776	-0.007	176
2	197 m^2	0.6911	Games and Playable Media	Technology and Information Management, Applied Mathematics, Robotics Engineering	1106	reptile	548	0.8644	137	0.0462	0.674	483
0	1201 m^2	0.7941	Natural Language Processing	Bioengineering, Computational Media, Data Science, Bioinformatics	241	ferret	371	-0.0921	739	0.904	1.0271	939
2	174 m^2	0.4858	Robotics Engineering	Bioengineering	645	reptile	587	0.6087	359	0.0356	0.7105	-193
1	124 m^2	-0.2216	Computer Engineering	Computer Science, Statistics, Computer Engineering, Biotechnology	584	rabbit	592	0.5268	847	1.0837	0.1394	427
2	164 m^2	0.2528	Robotics Engineering	Applied Mathematics, Games and Playable Media	1069	reptile	463	0.4224	285	0.0935	0.4918	-196
0	887 m^2	0.8109	Computer Game Design	Bioinformatics, Bioengineering, Natural Language Processing, Electrical Engineering	127	rat	183	0.3042	243	0.3495	0.7928	1098
1	429 m^2	-0.1095	Technology and Information Management	Computer Science, Biotechnology	857	cat	73	0.2927	998	0.8273	0.5128	50
2	173 m^2	0.2967	Computer Science	Games and Playable Media	620	hamster	532	1.2001	-146	0.5046	0.6216	131
2	254 m^2	0.5966	Biotechnology	Electrical Engineering, Natural Language Processing, Computational Media, Data Science, Bioinformatics	847	bird	919	1.1895	181	0.009	0.5086	-109
1	446 m^2	0.111	Human Computer Interaction	Statistics, Computer Science, Biotechnology	330	cat	361	-0.0912	609	0.8194	0.1789	432
1	769 m^2		Electrical Engineering	Computer Engineering, Statistics, Computer Science	495	cat	312	0.3368	609	1.0903	0.5611	577
1	474 m^2	0.7774	Bioengineering	Biotechnology, Computer Engineering, Statistics	497	pig	508	0.6026	1060	0.6426	0.1595	862
0	1391 m^2	0.7609	Statistics	Data Science	342	fish	-19	0.6104	99	0.3998	0.8976	820
0	1233 m^2	0.1096	Natural Language Processing	Computational Media, Data Science, Human Computer Interaction	173	guinea pig	-23	0.2422	438	0.4782	0.8764	547
1	623 m^2	-0.1215	Bioengineering	Computer Science, Computer Engineering	575	rabbit	412	0.0891	2047	0.924	0.0925	-110
0	281 m^2	-0.0774	Natural Language Processing	Natural Language Processing, Human Computer Interaction, Electrical Engineering	490	ferret	203	0.0742	201	0.5669	0.7139	807
1	441 m^2	0.1373	Computer Engineering	Computer Science, Computer Game Design	897	pig	711	0.0345	940	1.1176	-0.1762	282
2	-110 m^2	0.7356	Robotics Engineering	Applied Mathematics, Technology and Information Management	622	BIRD	233	0.7345	-504	-0.3049	0.6877	104
0	468 m^2	0.2639	Statistics	Human Computer Interaction, Electrical Engineering, Data Science, Computational Media, Bioengineering, Natural Language Processing	334	guinea pig	388	0.4803	448	0.7036	0.7244	n/a
1	537 m^2	0.3892	Technology and Information Management	Computer Engineering, Computer Game Design, Computer Science, Biotechnology	297	dog	848	0.508	1276	0.8713	-0.0319	637
0	964 m^2	0.5437	Computer Game Design	Bioinformatics, Data Science, Computational Media, Human Computer Interaction	-82	RAT	323	0.8072	390	0.4605	0.879	736
1	524 m^2	0.3124	Robotics Engineering	Games and Playable Media, Robotics Engineering	393	dog	239	0.0267	187	0.9338	0.4374	440
1	610 m^2	0.4094	Bioinformatics	Computer Engineering, Biotechnology	588	dog	188	0.4765	458	0.7904	0.2582	646
1	673 m^2	0.1762	Computer Engineering	Computer Science	469	chicken	-33	0.362	?	1.5187	0.1319	43
2	-45 m^2	0.8971	Games and Playable Media	Technology and Information Management, Applied Mathematics, Games and Playable Media	690	reptile	867	1.0501	206	0.1473	0.3749	972
2	-47 m^2	0.5361	Games and Playable Media	GAMES AND PLAYABLE MEDIA	834	bird	1277	0.2317	132	-0.0003	0.8829	708
0	1232 m^2	0.3804	Applied Mathematics	Electrical Engineering, Computational Media, Data Science, Bioengineering, Bioinformatics, Human Computer Interaction	-107	rat	314	0.2546	323	0.4006	0.7807	1463
